2021-2023 Press Releases
Article Name,Article URL,Keywords,Start Date,End Date,All Dates,Buildings,Scores
['NYCHA Celebrates Conclusion of Junior Knicks Basketball League with Championship Games at the Johnson Community Center in East Harlem'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20211025.page'],"['building', 'program', 'housing', 'houses', 'development', 'public', 'use', 'provide', 'service', 'commitment', 'center', 'health', 'initiative', 'site', 'team', 'island', 'district', 'release', 'partnership', 'gardens', 'issue', 'living', 'developments', 'residents', 'grant']",[],[],"{'2000', '1998', '1935', '1990', '2023', '2021'}","['breukelen', 'bronx river', 'carver', 'castle hill', 'coney island', 'forest', 'grant', 'hammel', 'jackson', 'jefferson', 'johnson', 'king towers', 'marble hill', 'marcy', 'mckinley', 'ravenswood', 'rutgers', 'sack wern', 'sheepshead bay', 'stapleton', 'tompkins', 'wagner', 'wald', 'wilson', 'woodside']",0.5343440594059403
['NYCHA Celebrates Customer Service Week 2021 with “Power of Service” Theme'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20211018.page'],"['building', 'resident', 'program', 'housing', 'development', 'work', 'repair', 'percent', 'public', 'use', 'working', 'provide', 'service', 'improve', 'commitment', 'center', 'neighborhood', 'demand', 'power', 'plan', 'emergency', 'unit', 'sustainable', 'team', 'management', 'release', 'largescale', 'process', 'developments', 'residents', 'serve', 'available', 'vital', 'vulnerable', 'outreach', 'conducted']",[' started in 2008'],[],"{'2000', '1935', '2008', '2023', '2021', '2018'}",[],0.6661509900990095
['New York City Housing Authority and Citywide Council of Presidents Call Upon Congress to Fully Fund NYCHA and Sign New Memorandum of Agreement'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20211014.page'],"['resident', 'program', 'housing', 'development', 'work', 'capital', 'public', 'quality', 'fund', 'use', 'goal', 'working', 'provide', 'service', 'better', 'improve', 'funding', 'commitment', 'demand', 'investment', 'plan', 'site', 'management', 'agreement', 'buildings', 'release', 'partnership', 'process', 'infrastructure', 'association', 'developments', 'residents', 'matter', 'available', 'invest', 'modernize', 'spending', 'regulation']",[],[],"{'2000', '1935', '2023', '2021', '1993'}",[],0.9659653465346526
['NYCHA And East New York Restoration Local Development Corporation Celebrate Opening of Fitness Hub Geared towards Senior Residents of Pink Houses'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20211013.page'],"['resident', 'program', 'project', 'housing', 'houses', 'development', 'percent', 'public', 'quality', 'use', 'provide', 'service', 'funding', 'commitment', 'center', 'health', 'annual', 'initiative', 'clean', 'department', 'resource', 'construction', 'release', 'partnership', 'commissioner', 'process', 'equipment', 'healthier', 'association', 'living', 'developments', 'residents', 'urban', 'design', 'build', 'innovative', 'fixture', 'outlined', 'planning']",[],[],"{'2023', '2018', '2000', '1935'}","['adams', 'carver', 'pink']",0.7289603960396034
"['NYCHA Announces New PACT Projects to Deliver Comprehensive Repairs and Quality Property Management Services for More Than 5,900 Apartments Across the Bronx and Upper Manhattan.']",['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20211008.page'],"['building', 'resident', 'program', 'housing', 'heat', 'development', 'work', 'repair', 'capital', 'public', 'quality', 'fund', 'use', 'working', 'provide', 'service', 'improve', 'gas', 'funding', 'commitment', 'health', 'annual', 'clean', 'department', 'step', 'management', 'plaza', 'buildings', 'financing', 'release', 'partnership', 'multifamily', 'process', 'infrastructure', 'agency', 'protection', 'association', 'impact', 'deliver', 'living', 'developments', 'residents', 'completed', 'proposal', 'serve', 'urban', 'preserve', 'upgrades', 'outlined', 'planning']",[' launched in 2016'],[],"{'2020', '1978', '2023', '2016', '2021'}","['boston secor', 'middletown plaza', 'taft']",1.071472772277227
['NYCHA Begins Winter Heating Season Running October 1 through May 31'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20211001.page'],"['energy', 'building', 'program', 'boiler', 'heating', 'system', 'housing', 'water', 'heat', 'development', 'work', 'repair', 'percent', 'hot', 'public', 'replacement', 'use', 'provide', 'service', 'better', 'center', 'neighborhood', 'boilers', 'annual', 'outage', 'electrical', 'temperature', 'source', 'plant', 'efficient', 'winter', 'department', 'team', 'management', 'buildings', 'release', 'distribution', 'issue', 'process', 'infrastructure', 'equipment', 'expected', 'replacing', 'developments', 'residents', 'completed', 'serve', 'prevent', 'mobile', 'report', 'preserve', 'upgrades', 'current']",[],[],"{'1935', '2022', '2019', '2025', '2023', '2021'}",[],1.4084158415841583
['NYCHA and HPD Finalize Deal to Construct 101 Units of Affordable Housing in the Bronx'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20210928.page'],"['building', 'resident', 'program', 'project', 'system', 'housing', 'development', 'work', 'percent', 'public', 'quality', 'fund', 'use', 'apartment', 'provide', 'service', 'commitment', 'neighborhood', 'health', 'plan', 'site', 'unit', 'department', 'sustainable', 'dollar', 'team', 'management', 'construction', 'district', 'financing', 'release', 'green', 'partnership', 'recovery', 'street', 'commissioner', 'process', 'roof', 'agency', 'administration', 'helping', 'expected', 'living', 'developments', 'residents', 'serve', 'available', 'publicprivate', 'design', 'vulnerable', 'innovative', 'current', 'planning', 'environment']",[],[],"{'2023', '2019', '2070', '2021'}","['brown', 'mott haven']",1.7772277227722793
"['NYCHA Celebrates 2021 NYC Climate Week with Updated Comprehensive Sustainability Agenda Outlining a Roadmap to Curbing Climate Impacts, Improving Homes for Residents and Expanding Green Jobs']",['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20210920.page'],"['energy', 'building', 'program', 'housing', 'development', 'work', 'capital', 'sustainability', 'public', 'use', 'provide', 'service', 'gas', 'greenhouse', 'change', 'center', 'carbon', 'announced', 'climate', 'health', 'plan', 'retrofit', 'dep', 'environmental', 'clean', 'department', 'sustainable', 'resource', 'management', 'construction', 'challenge', 'buildings', 'release', 'largescale', 'green', 'partnership', 'weatherization', 'commissioner', 'reducing', 'infrastructure', 'equipment', 'protection', 'future', 'hud', 'footprint', 'developments', 'residents', 'urban', 'gcf', 'greener', 'waste', 'upgrades', 'outlined']",[],[],"{'2023', '2000', '2070', '2021'}",['forest'],1.0473391089108908
['NYCHA Celebrates Major Completion of In-Unit Service Installation Under the City’s Internet Master Plan for Universal Broadband with Back-to-School Event'],['/site/nycha/about/press/pr-2021/pr-20210903.page'],"['building', 'program', 'housing', 'houses', 'work', 'cost', 'percent', 'hot', 'public', 'use', 'provide', 'service', 'plan', 'electricity', 'reliable', 'emergency', 'construction', 'complete', 'agreement', 'buildings', 'release', 'partnership', 'gardens', 'effect', 'installation', 'infrastructure', 'future', 'helping', 'expected', 'footprint', 'developments', 'residents', 'completed', 'significantly', 'matter', 'available', 'publicprivate', 'design', 'mobile', 'report', 'innovative', 'happy', 'completion', 'outlined']",[],[],"{'2018', '2023', '2021', '2020'}","['303 vernon avenue', 'wald', 'wyckoff gardens']",0.4724628712871284
['NYCHA And NYPD Celebrate Major Milestone In Renovation Of Basketball Courts Across New York City With Ribbon-cutting At Queensbridge North And South NYCHA Campuses'],['/site/nycha/about/press/pr-2021/pr-20210813.page'],"['resident', 'program', 'project', 'upgrade', 'housing', 'capital', 'public', 'quality', 'use', 'provide', 'service', 'announced', 'summer', 'initiative', 'department', 'island', 'complete', 'release', 'partnership', 'recovery', 'commissioner', 'process', 'administration', 'developments', 'residents', 'serve', 'vital', 'invest', 'design', 'upgrades']",[],[],"{'2023', '2021', '1900'}","['castle hill', 'queensbridge north', 'richmond terrace']",0.4842202970297028
"['Mayor de Blasio Announces Low-Cost Broadband Access for Another 10,000 NYCHA Residents in the Bronx']",['https://www1.nyc.gov/office-of-the-mayor/news/525-21/mayor-de-blasio-low-cost-broadband-access-another-10-000-nycha-residents-the-bronx'],"['building', 'project', 'housing', 'development', 'work', 'cost', 'public', 'use', 'working', 'provide', 'service', 'commitment', 'performance', 'announced', 'power', 'health', 'plan', 'light', 'step', 'phase', 'agreement', 'buildings', 'partnership', 'recovery', 'installation', 'infrastructure', 'deliver', 'developments', 'residents', 'generation', 'available', 'vital']",[],[],"{'2021', '2020'}","['brown', 'forest', 'melrose', 'morris i', 'morris ii']",0.5157797029702967
['NYCHA Launches TEMPO to Address Lead-based Paint at Developments'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20210714.page'],"['program', 'housing', 'development', 'work', 'repair', 'public', 'use', 'apartment', 'provide', 'service', 'announced', 'plan', 'temporary', 'step', 'team', 'management', 'complete', 'release', 'issue', 'protection', 'developments', 'residents', 'outreach', 'conducted', 'planning']",[],[],"{'2023', '2019', '2070', '2021'}",[],0.5451732673267324
"['NYCHA and Manhattan, Brooklyn, Queens, and the Bronx Solid Waste Advisory Boards (SWAB) Convene Panel Discussion on the Future of Recycling in New York City']",['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20210708.page'],"['energy', 'resident', 'program', 'upgrade', 'housing', 'houses', 'work', 'reduce', 'capital', 'sustainability', 'public', 'use', 'working', 'provide', 'service', 'better', 'improve', 'funding', 'commitment', 'power', 'plan', 'interior', 'environmental', 'unit', 'department', 'control', 'team', 'management', 'buildings', 'release', 'green', 'partnership', 'install', 'process', 'infrastructure', 'future', 'association', 'developments', 'residents', 'design', 'modernize', 'waste']",[],[],"{'2023', '2070', '2021'}","['johnson', 'wagner']",0.876856435643564
['NYCHA Finalizes Deals to Construct 393 Units of Affordable Senior Housing Units in the Bronx and Brooklyn'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20210702.page'],"['energy', 'building', 'resident', 'program', 'heating', 'project', 'housing', 'houses', 'development', 'percent', 'lighting', 'air', 'public', 'quality', 'use', 'apartment', 'goal', 'working', 'provide', 'service', 'commitment', 'center', 'carbon', 'neighborhood', 'demand', 'health', 'plan', 'light', 'site', 'unit', 'department', 'step', 'team', 'management', 'construction', 'buildings', 'financing', 'release', 'partnership', 'network', 'commissioner', 'process', 'roof', 'agency', 'future', 'helping', 'association', 'expected', 'living', 'developments', 'residents', 'completed', 'available', 'prevent', 'improved', 'urban', 'design', 'cooling', 'vulnerable', 'natural', 'consumption', 'planning']",[],[],"{'2023', '2070', '2021'}","['adams', 'jackson', 'johnson', 'sotomayor', 'soundview', 'sumner']",1.6856435643564354
"['NYCHA Activates Emergency Operations Center (Eoc) For Extreme Heat, Ready For 2021 Summer Heat Season']",['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20210629.page'],"['resident', 'program', 'system', 'housing', 'water', 'heat', 'repair', 'public', 'use', 'service', 'center', 'conservation', 'power', 'health', 'summer', 'light', 'emergency', 'resource', 'team', 'management', 'release', 'measure', 'infrastructure', 'agency', 'equipment', 'developments', 'residents', 'available', 'cooling', 'vulnerable', 'outreach', 'planning']",[],[],"{'2023', '2070', '2021'}",[],0.5603341584158413
['New York City Emergency Management Department and the Department of Health and Mental Hygiene Offer Tips For New Yorkers To Beat The Heat'],['https://www1.nyc.gov/site/em/about/press-releases/20210621_pr_nycem_dohmh-offer-tips-for-new-yorkers-to-beat-the-heat.page'],"['use', 'service']",[],[],{'2023'},[],0.013304455445544554
['NYCHA Receives $563.5 Million in City Funding for Comprehensive Upgrades of Waste Management Systems'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20210617.page'],"['building', 'resident', 'program', 'upgrade', 'housing', 'development', 'work', 'repair', 'reduce', 'capital', 'sustainability', 'public', 'quality', 'use', 'goal', 'provide', 'service', 'improve', 'funding', 'reduction', 'neighborhood', 'replace', 'announced', 'cleaner', 'investment', 'plan', 'initiative', 'interior', 'clean', 'department', 'step', 'control', 'management', 'agreement', 'buildings', 'release', 'install', 'commissioner', 'infrastructure', 'equipment', 'administration', 'standard', 'huds', 'hud', 'developments', 'residents', 'completed', 'significantly', 'vital', 'stateoftheart', 'outreach', 'safer', 'modernize', 'waste']",[],[],"{'2019', '2025', '2023', '2070', '2021'}",[],0.8094059405940587
['NYCHA Launches Redesigned Online Annual Certification Portal As Part Of Transformation Plan'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20210601.page'],"['use', 'service', 'release']",[],[],"{'2023', '2021'}",[],0.01547029702970297
['Drainage Upgrade at NYCHA’s Gowanus Houses Reduces Flooding and Improves the Health of the Gowanus Canal'],['https://www1.nyc.gov/site/dep/news/21-014/drainage-upgrade-nycha-s-gowanus-houses-reduces-flooding-improves-health-the-gowanus#/0'],"['program', 'project', 'upgrade', 'system', 'housing', 'water', 'houses', 'development', 'work', 'cost', 'reduce', 'capital', 'quality', 'use', 'working', 'provide', 'service', 'improve', 'improvement', 'commitment', 'change', 'announced', 'climate', 'health', 'dep', 'environmental', 'reliable', 'site', 'department', 'step', 'sustainable', 'management', 'resiliency', 'construction', 'buildings', 'contribute', 'green', 'partnership', 'commissioner', 'infrastructure', 'protection', 'impact', 'resilient', 'living', 'developments', 'residents', 'completed', 'serve', 'storm', 'hurricane', 'build', 'vulnerable', 'pump', 'innovative', 'completion', 'upgrades']",[],[],"{'2019', '2023', '2021'}","['adams', 'gowanus']",0.834777227722772
"['New York City Announces Free and Low-Cost Broadband Access for 13 NYCHA Developments, Serving Up to 30,000 Residents']",['https://www1.nyc.gov/office-of-the-mayor/news/338-21/recovery-all-us-new-york-city-free-low-cost-broadband-access-13-nycha'],"['building', 'program', 'project', 'housing', 'development', 'work', 'cost', 'public', 'quality', 'use', 'goal', 'working', 'provide', 'service', 'better', 'commitment', 'change', 'announced', 'health', 'investment', 'plan', 'initiative', 'light', 'reliable', 'step', 'resource', 'agreement', 'buildings', 'utility', 'partnership', 'recovery', 'process', 'installation', 'infrastructure', 'administration', 'future', 'helping', 'impact', 'deliver', 'developments', 'residents', 'generation', 'serve', 'available', 'vital', 'progress', 'build', 'innovative', 'precious']",[],[],"{'2021', '2020'}",['adams'],0.8555074257425725
"['NYCHA Announces New PACT Projects to Bring Comprehensive Repairs to More Than 7,900 Residents Across the Bronx, Brooklyn, and Manhattan']",['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20210505.page'],"['energy', 'building', 'resident', 'program', 'project', 'system', 'housing', 'heat', 'houses', 'development', 'work', 'repair', 'capital', 'sustainability', 'public', 'use', 'apartment', 'goal', 'working', 'provide', 'service', 'improve', 'gas', 'funding', 'commitment', 'center', 'investment', 'site', 'step', 'plaza', 'buildings', 'release', 'gardens', 'street', 'convert', 'future', 'association', 'living', 'developments', 'residents', 'completed', 'serve', 'invest', 'preserve', 'modernize', 'upgrades', 'outlined']",[],[],"{'2017', '2023', '2016', '2021', '1900'}","['clason point gardens', 'davidson', 'forest', 'johnson', 'metro north plaza', 'sack wern', 'saratoga village', 'sumner', 'white', 'wilson']",1.111386138613861
['NYCHA Awarded Certificate of Achievement for Excellence in Financial Reporting'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20210503.page'],"['program', 'housing', 'development', 'work', 'public', 'use', 'service', 'funding', 'annual', 'department', 'team', 'management', 'association', 'developments', 'residents', 'serve', 'report']",[],[],"{'2023', '2019', '2070'}",[],0.3180693069306929
['NYCHA Announces RFP for Partners to Implement Comprehensive Repairs and Investments at Fulton and Elliott-Chelsea Houses'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20210423.page'],"['building', 'resident', 'program', 'heating', 'project', 'system', 'housing', 'houses', 'development', 'work', 'repair', 'capital', 'public', 'quality', 'fund', 'use', 'working', 'service', 'better', 'commitment', 'center', 'announced', 'investment', 'plan', 'department', 'step', 'team', 'management', 'buildings', 'conversion', 'process', 'infrastructure', 'future', 'association', 'deliver', 'developments', 'residents', 'proposal', 'available', 'vital', 'design', 'happy', 'planning']",[],[],"{'2073', '2019', '2070', '2023', '2021'}","['chelsea', 'chelsea addition', 'elliott', 'fulton']",1.4857673267326732
['NYCHA Announces Completion of Solar Installations at Queensbridge'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20210422.page'],"['energy', 'program', 'project', 'system', 'housing', 'houses', 'development', 'work', 'reduce', 'percent', 'capital', 'sustainability', 'public', 'fund', 'use', 'working', 'provide', 'service', 'greenhouse', 'commitment', 'reduction', 'change', 'carbon', 'announced', 'climate', 'power', 'cleaner', 'investment', 'initiative', 'electricity', 'environmental', 'clean', 'step', 'sustainable', 'team', 'resiliency', 'construction', 'buildings', 'contribute', 'conversion', 'financing', 'release', 'green', 'install', 'multifamily', 'reducing', 'process', 'installation', 'infrastructure', 'roof', 'protection', 'healthier', 'future', 'helping', 'impact', 'deliver', 'hud', 'developments', 'residents', 'grant', 'proposal', 'storm', 'urban', 'invest', 'hurricane', 'design', 'study', 'outreach', 'innovative', 'completion', 'grid', 'outlined', 'operate']",[],[],"{'2006', '2050', '2025', '2070', '2023', '2021', '2018'}","['forest', 'grant', 'queensbridge north', 'queensbridge south']",2.226175742574255
['Nycha Establishes Resident Roundtable as Part of Transformation Plan Implementation'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20210419.page'],"['resident', 'program', 'housing', 'work', 'public', 'quality', 'use', 'service', 'change', 'neighborhood', 'announced', 'plan', 'management', 'release', 'process', 'developments', 'residents', 'serve', 'design']",[],[],"{'2023', '2021', '1900'}",[],0.3551980198019801
['NYCHA Conducts Gas Line Inspections As Part Of Local Law Compliance'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20210401.page'],"['resident', 'program', 'boiler', 'housing', 'work', 'public', 'use', 'service', 'gas', 'outage', 'plant', 'department', 'buildings', 'release', 'measure', 'impact', 'developments', 'residents', 'completed', 'matter', 'outlined']",[],[],"{'2023', '2070', '2016'}",[],0.3561262376237623
['NYCHA Announces HUD And SDNY Concur With Authority’s Transformation Plan Greenlighting Implementation Phase'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20210308.page'],"['resident', 'program', 'housing', 'development', 'work', 'repair', 'capital', 'public', 'quality', 'use', 'service', 'better', 'improve', 'funding', 'change', 'center', 'neighborhood', 'plan', 'annual', 'efficient', 'department', 'sustainable', 'phase', 'management', 'district', 'agreement', 'release', 'partnership', 'recovery', 'process', 'agency', 'future', 'hud', 'living', 'developments', 'residents', 'serve', 'available', 'prevent', 'urban', 'outreach', 'innovative', 'current', 'environment']",[],[],"{'2020', '2022', '2019', '2070', '2023', '2021'}",[],0.9412128712871278
['NYCHA Releases RFQ For Community Partners To Join PACT Program'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20210226.page'],"['building', 'resident', 'program', 'system', 'housing', 'development', 'work', 'repair', 'capital', 'public', 'quality', 'use', 'apartment', 'goal', 'service', 'funding', 'commitment', 'announced', 'plan', 'initiative', 'control', 'buildings', 'conversion', 'release', 'network', 'process', 'deliver', 'hud', 'developments', 'residents', 'available', 'vital', 'publicprivate', 'respond', 'preserving', 'upgrades', 'current']",[],[],"{'2023', '2016', '2021', '1900'}",[],0.7537128712871284
['NYCHA 2.0 PACT Program Delivers $261 Million In Comprehensive Renovations And Quality Of Life-changing Improvements To Three Public Housing Developments'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20210217.page'],"['building', 'resident', 'program', 'project', 'housing', 'houses', 'development', 'work', 'repair', 'public', 'quality', 'use', 'apartment', 'provide', 'service', 'better', 'funding', 'commitment', 'neighborhood', 'announced', 'power', 'health', 'plan', 'annual', 'initiative', 'emergency', 'efficient', 'control', 'team', 'management', 'construction', 'complete', 'buildings', 'financing', 'release', 'partnership', 'multifamily', 'issue', 'process', 'infrastructure', 'agency', 'convert', 'helping', 'association', 'impact', 'deliver', 'hud', 'developments', 'residents', 'completed', 'available', 'design', 'stateoftheart', 'vulnerable', 'outreach', 'preserve', 'financed', 'happy', 'completion', 'modernize', 'upgrades']",[],[],"{'1906', '2003', '1974', '2023', '2021', '2018', '1900'}",[],1.827660891089109
['NYCHA Activates Emergency Operations Center To Respond To Snow Event'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20210131.page'],"['program', 'heating', 'upgrade', 'system', 'housing', 'water', 'heat', 'development', 'work', 'repair', 'hot', 'capital', 'public', 'use', 'provide', 'service', 'center', 'power', 'plan', 'emergency', 'plant', 'winter', 'management', 'construction', 'release', 'equipment', 'administration', 'standard', 'expected', 'developments', 'residents', 'storm', 'mobile', 'report', 'respond']",[],[],"{'2023', '2070', '2021', '2020'}",[],0.8397277227722767
['Federal Monitor Approves NYCHA’s Pest And Waste Management Action Plan Required By 2019 HUD Agreement'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20210126.page'],"['resident', 'program', 'upgrade', 'housing', 'development', 'work', 'capital', 'public', 'use', 'working', 'service', 'better', 'improve', 'reduction', 'change', 'neighborhood', 'plan', 'initiative', 'unit', 'department', 'control', 'team', 'management', 'agreement', 'release', 'infrastructure', 'future', 'hud', 'developments', 'residents', 'completed', 'invest', 'respond', 'waste', 'upgrades', 'outlined']",[],[],"{'2019', '2023', '2021', '1900'}",[],0.49566831683168283
['Federal Monitor Approves NYCHA’s Initial Lead Action Plan Required By 2019 HUD Agreement'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20210121.page'],"['program', 'system', 'housing', 'development', 'work', 'public', 'use', 'provide', 'service', 'better', 'change', 'health', 'plan', 'annual', 'interior', 'environmental', 'department', 'team', 'complete', 'district', 'agreement', 'release', 'protection', 'administration', 'impact', 'huds', 'hud', 'developments', 'residents', 'completed', 'outreach', 'conducted', 'current']",[],[],"{'2019', '2023', '2021', '1900'}",[],0.5541460396039598
['Reaching NYC Seniors: Mayor de Blasio to Launch NYCHA Vaccination Sites for Residents 65+'],['https://www1.nyc.gov/office-of-the-mayor/news/028-21/reaching-nyc-seniors-mayor-de-blasio-launch-nycha-vaccination-sites-residents-65-#'],"['resident', 'program', 'housing', 'houses', 'development', 'work', 'working', 'announced', 'health', 'plan', 'site', 'resource', 'island', 'recovery', 'distribution', 'commissioner', 'agency', 'administration', 'association', 'developments', 'residents', 'available', 'vulnerable', 'outreach', 'planning']",[],[],{'2021'},"['lafayette', 'polo grounds towers', 'van dyke i']",0.233910891089109
